"Name","City","Neighborhood","Delivery Min","Delivery Fee","Rating","Reviews"
"Pizzeria Cappelli","philadelphia","wynnefield","$10","$2","70","48"
"Mediterra Grill","philadelphia","wynnefield","$6","$2","70","25"
"Italian Kitchen -  63rd Street","philadelphia","wynnefield","$8","$2","70","11"
"Robola Pizza & Grill","philadelphia","wynnefield","$10","$2","60","18"
"Zesto Pizza & Grill","philadelphia","wynnfield","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","wynnfield","$10","","80","85"
"Indian Cuisine","philadelphia","wynnfield","$15","","80","86"
"Scoop Deville","philadelphia","wynnfield","$15","$2","80","323"
"Laxmi Indian Grille - Manayunk","philadelphia","wynnfield","$25","$1.5","80","157"
"Sakura","philadelphia","wynnfield","$10","$1","70","111"
"City Line Pizza","philadelphia","wynnfield","","$2","70","30"
"Lemon Grass Thai Restaurant","philadelphia","wynnfield","$20","$2","70","175"
"Laxmi's Indian Grille","philadelphia","wynnfield","$25","$1.5","70","62"
"Rich City Chinese Restaurant","philadelphia","wynnfield","$10","$1","70","99"
"New China","philadelphia","wynnfield","$11","$1.25","70","21"
"Totos Pizzeria","philadelphia","wynnfield","$10","$2","60","98"
"Thai Singha House","philadelphia","wynnfield","$15","$2","70","61"
"goBrands Philadelphia","philadelphia","wynnfield","$9","$1.95","70","51"
"2 in One Breakfast & Pizza","philadelphia","wynnfield","$10","$3","70","7"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","wynnfield","$10","$2","80","10"
"Pizzeria Cappelli","philadelphia","wynnfield","$10","$2","70","48"
"Mediterra Grill","philadelphia","wynnfield","$6","$2","70","25"
"Italian Kitchen -  63rd Street","philadelphia","wynnfield","$8","$2","70","11"
"Robola Pizza & Grill","philadelphia","wynnfield","$10","$2","60","18"
"Giovani's Falafel Bar & Grill","philadelphia","wyoming","$10","","80","85"
"Frank's Pizza","philadelphia","wyoming","","$3","80","77"
"Eatalia","philadelphia","wyoming","$10","$1","80","124"
"Steak & Shake","philadelphia","wyoming","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","wyoming","$15","","80","120"
"Laxmi's Indian Grille","philadelphia","wyoming","$25","$1.5","70","62"
"Rich City Chinese Restaurant","philadelphia","wyoming","$10","$1","70","99"
"Totos Pizzeria","philadelphia","wyoming","$10","$2","60","98"
"New London Pizza","philadelphia","wyoming","$15","$1.25","70","18"
"Ribs R Us","philadelphia","wyoming","$12","$3","70","56"
"Classic Pizza","philadelphia","wyoming","$7","$1.5","70","12"
"Moju's Family Pizzeria","philadelphia","wyoming","$10","$2","80","12"
"2 in One Breakfast & Pizza","philadelphia","wyoming","$10","$3","70","7"
"Crown Fried Chicken","philadelphia","wyoming","$10","$1.5","100","4"
"Tiffin","philadelphia","wyoming","$15","","60","140"
"Pizza Bolis","philadelphia","wyoming","$10","$2","80","4"
"Chatkharay Indian & Pakistani","philadelphia","wyoming","$25","$2","50","43"
"Diamante Pizzeria","philadelphia","wyoming","$10","$2","60","8"
"You Ring We Bring Pizza","philadelphia","wyoming","$10","$1","60","11"
"Papa Sam Pizza","philadelphia","wyoming","$8","$1.5","70","4"
"Golden Triangle","philadelphia","yorktown","$15","","90","72"
"Giovani's Falafel Bar & Grill","philadelphia","yorktown","$10","","80","85"
"Que Chula Es Puebla","philadelphia","yorktown","$20","$2","80","166"
"Indian Cuisine","philadelphia","yorktown","$15","","80","86"
"Scoop Deville","philadelphia","yorktown","$15","$2","80","323"
"Pho 20","philadelphia","yorktown","$9","$1.99","80","75"
"Eatalia","philadelphia","yorktown","$10","$1","80","124"
"Steak & Shake","philadelphia","yorktown","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","yorktown","$15","","80","120"
"Del Rossi's Cheesesteak Co.","philadelphia","yorktown","$10","$2.5","70","178"
"Tiffin Indian Cuisine","philadelphia","yorktown","$15","","70","278"
"Sakura","philadelphia","yorktown","$10","$1","70","111"
"Not Just Pizza","philadelphia","yorktown","$10","$2","70","48"
"Ken Shin Asian Diner","philadelphia","yorktown","$20","$2","70","123"
"Veggie Lovers","philadelphia","yorktown","$10","","70","127"
"Rich City Chinese Restaurant","philadelphia","yorktown","$10","$1","70","99"
"Trio","philadelphia","yorktown","$15","$2","70","154"
"Seiko Japanese Restaurant","philadelphia","yorktown","$20","$1","70","86"
"George's Pizza","philadelphia","yorktown","$10","$1","70","30"
"Classic Pizza","philadelphia","yorktown","$7","$1.5","70","12"
